Doc;Adjacency Word Frequency List
679;{'VARIOUS': 1, 'DOSES': 3, 'TWO': 2, 'WHOLE': 2, 'VIRUS': 4, 'ONE': 2, 'SPLIT': 2, 'PRODUCT': 2, 'BIVALENT': 1, 'INFLUENZA': 1, 'NEW': 2, 'JERSEY': 2, 'VICTORIA': 2, 'VACCINES': 3, 'ADMINISTERED': 1, 'CHILDREN': 3, 'AGED': 1, 'SIX': 1, 'YEARS': 1, 'STATISTICALLY': 1, 'SIGNIFICANT': 1, 'DIFFERENCES': 1, 'EITHER': 1, 'REACTIVITY': 1, 'HUMORAL': 1, 'ANTIBODY': 2, 'RESPONSE': 1, 'AMONG': 1, 'SEVEN': 1, 'CHRONIC': 1, 'DISEASE': 1, 'CATEGORIES': 1, 'HEALTHY': 1, 'ASSOCIATED': 1, 'UNACCEPTABLY': 1, 'HIGH': 1, 'RATES': 2, 'REACTION': 1, 'GIVEN': 1, 'SUFFICIENTLY': 1, 'ANTIGENIC': 1, 'INITIAL': 1, 'RELATIVELY': 1, 'NONREACTIVE': 1, 'USED': 1, 'BOOSTER': 1, 'IMMUNIZATION': 1, 'REACTIVE': 1, 'PLACEBO': 1, 'VACCINE': 1, 'PREPARATIONS': 1, 'INDUCED': 1, 'ADEQUATE': 1, 'SEROCONVERSION': 1, 'PROTECTIVE': 1, 'TITERS': 1, 'DOSE': 1}
680;{'DISPOSITION': 1, 'METHICILLIN': 2, 'NORMAL': 3, 'SUBJECTS': 5, 'CYSTIC': 1, 'FIBROSIS': 1, 'STUDIED': 1, 'ADMINISTRATION': 1, 'SINGLE': 1, 'INTRAVENOUS': 1, 'DOSES': 2, 'AREA': 1, 'SERUM': 2, 'CONCENTRATION': 1, 'TIME': 1, 'CURVE': 1, 'PATIENTS': 3, 'AVERAGE': 1, 'FOUND': 2, 'LOW': 1, 'CONCENTRATIONS': 1, 'CAUSED': 1, 'RAPID': 2, 'URINARY': 1, 'EXCRETION': 1, 'ANTIBIOTIC': 1, 'RATES': 3, 'RENAL': 1, 'CLEARANCE': 3, 'AVERAGING': 1, 'MIN': 2, 'PER': 2, 'DIFFERENCES': 1, 'VOLUMES': 1, 'DISTRIBUTION': 1, 'METABOLIC': 1, 'CREATININE': 1, 'TWO': 1, 'GROUPS': 1, 'DATA': 1, 'SUPPORT': 1, 'PREVIOUS': 1, 'FINDINGS': 1, 'DICLOXACILLIN': 1, 'SHOW': 1, 'EXHIBIT': 1, 'UNUSUALLY': 1, 'ACTIVE': 1, 'TUBULAR': 1, 'SECRETION': 1, 'CERTAIN': 1, 'PENICILLINS': 1, 'MAY': 1, 'NECESSITATE': 1, 'USE': 1, 'LARGER': 1, 'DRUGS': 1, 'TREATMENT': 1, 'INFECTIONS': 1}
681;{'PREVIOUS': 1, 'INVESTIGATORS': 1, 'SUGGESTED': 1, 'BIOLOGICAL': 1, 'ACTIVITY': 2, 'PLASMA': 7, 'PREKALLIKREIN': 2, 'DEFECTIVE': 1, 'CYSTIC': 4, 'FIBROSIS': 4, 'CONTRAST': 1, 'DIFFERENCE': 1, 'DEMONSTRABLE': 1, 'NORMAL': 2, 'ESTEROLYTIC': 1, 'SYNTHETIC': 1, 'SUBSTRATE': 2, 'TOLUENE': 1, 'SULFONYL': 1, 'ARGININE': 1, 'METHYL': 1, 'ESTER': 1, 'TAME': 1, 'EVOLVED': 1, 'NORMALLY': 1, 'TREATED': 1, 'CHLOROFORM': 1, 'ELLAGIC': 1, 'ACID': 1, 'MEASURE': 1, 'GENERATION': 1, 'KALLIKREIN': 3, 'ADDITIONALLY': 1, 'FLETCHER': 1, 'FACTOR': 2, 'HIGH': 1, 'MOLECULAR': 1, 'WEIGHT': 1, 'KININOGEN': 1, 'FITZGERALD': 1, 'THUS': 1, 'CONCEPT': 1, 'ASSOCIATED': 1, 'ABNORMALITIES': 1, 'KININ': 1, 'SYSTEM': 1, 'COULD': 1, 'SUPPORTED': 1}
682;{'DESPITE': 1, 'EXTRAORDINARY': 1, 'PREVALENCE': 1, 'UPPER': 1, 'RESPIRATORY': 1, 'ALLERGY': 1, 'INFECTION': 1, 'CHILDREN': 1, 'NASAL': 3, 'POLYPOSIS': 2, 'EXTREMELY': 1, 'RARE': 1, 'CONDITION': 1, 'SEVEN': 1, 'CASES': 1, 'CYSTIC': 1, 'FIBROSIS': 1, 'PRESENTED': 1, 'ORDER': 1, 'DEMONSTRATE': 1, 'ASPECTS': 1, 'DISEASE': 1, 'ONE': 1, 'LITERATURE': 1, 'REVIEWED': 1, 'PARTICULAR': 1, 'REFERENCE': 1, 'CLINICAL': 1, 'RADIOLOGICAL': 1, 'HISTO': 1, 'PATHOLOGICAL': 1, 'FEATURES': 1, 'CONSERVATIVE': 1, 'TREATMENT': 1, 'STRESSED': 1}
683;{'POLYPS': 6, 'PATIENTS': 1, 'CYSTIC': 4, 'FIBROSIS': 4, 'PANCREAS': 1, 'DENSITY': 2, 'SHAPE': 2, 'ARCHITECTURE': 2, 'MUCOUS': 1, 'GLANDS': 1, 'STUDIED': 1, 'WHOLE': 1, 'MOUNT': 1, 'METHOD': 1, 'COMPARED': 1, 'NON': 2, 'DIFFERENCES': 1, 'LESS': 1, 'GLAND': 1, 'WELL': 1, 'HISTOLOGICAL': 1, 'APPEARANCES': 1, 'POLYP': 1, 'ALSO': 1, 'ALIKE': 1, 'GROUPS': 1, 'COULD': 1, 'DISTINGUISHED': 1, 'PATHOGENESIS': 1, 'NASAL': 1, 'DISCUSSED': 1, 'APPARENTLY': 1}
684;{'SYNDROME': 1, 'INAPPROPRIATE': 1, 'SECRETION': 1, 'ANTIDIURETIC': 1, 'HORMONE': 1, 'OBSERVED': 1, 'TWO': 1, 'PATIENTS': 2, 'CYSTIC': 1, 'FIBROSIS': 1, 'ACUTE': 1, 'EXACERBATION': 1, 'CHRONIC': 1, 'PULMONARY': 3, 'DISEASE': 3, 'DIAGNOSED': 1, 'ACCEPTED': 1, 'CLINICAL': 1, 'LABORATORY': 1, 'CRITERIA': 1, 'CONFIRMED': 1, 'ONE': 1, 'CASE': 1, 'VALUES': 1, 'IMMUNOREACTIVE': 1, 'VASOPRESSIN': 1, 'INAPPROPRIATELY': 1, 'HIGH': 1, 'PLASMA': 1, 'OSMOLALITY': 1, 'SEVERE': 2, 'HYPONATREMIA': 2, 'CORRECTED': 1, 'FLUID': 1, 'RESTRICTION': 1, 'ALONE': 1, 'COMBINED': 1, 'INTRAVENOUS': 1, 'TREATMENT': 1, 'DIURETIC': 1, 'HYPERTONIC': 1, 'SALINE': 1, 'SOLUTION': 1, 'ADDITION': 1, 'SIMULTANEOUS': 1, 'THERAPY': 1, 'SIADH': 1, 'THUS': 1, 'MUST': 1, 'ADDED': 1, 'SALT': 1, 'LOSS': 1, 'CAUSE': 1, 'MAY': 1, 'COMMON': 1, 'REALIZED': 1}
685;{'STUDIES': 1, 'PERFORMED': 1, 'DEMONSTRATE': 1, 'POSSIBLY': 1, 'CYSTIC': 1, 'FIBROSIS': 1, 'RELATED': 1, 'INHIBITION': 1, 'MUCOCILIARY': 1, 'CLEARANCE': 1, 'MAN': 1, 'TOPICAL': 2, 'APPLICATION': 1, 'NORMAL': 4, 'SERUM': 5, 'INHIBIT': 1, 'VIVO': 2, 'NASAL': 4, 'MCC': 5, 'INDUCTION': 1, 'LOCAL': 1, 'INFLAMMATION': 1, 'ANTI': 2, 'IGE': 2, 'REDUCED': 1, 'SUBJECTS': 1, 'INCREASED': 1, 'INDIVIDUALS': 1, 'FURTHERMORE': 1, 'INHIBITED': 1, 'PATIENTS': 1, 'APPLIED': 1, 'TREATED': 1, 'MUCOSA': 2, 'OBSERVATIONS': 1, 'CONSISTENT': 1, 'HYPOTHESIS': 1, 'INHIBITS': 1, 'INFLAMED': 1}
686;{'PHARMACOKINETIC': 1, 'VARIABLES': 1, 'AMIKACIN': 4, 'MEASURED': 2, 'CHILDREN': 2, 'ADOLESCENTS': 1, 'FOUR': 2, 'YEARS': 1, 'AGE': 1, 'MEAN': 3, 'PLASMA': 5, 'CLEARANCE': 3, 'MINUTE': 1, 'MAJOR': 1, 'ROUTE': 1, 'ELIMINATION': 1, 'RENAL': 1, 'SIMULTANEOUSLY': 1, 'INULIN': 1, 'SHOWED': 1, 'MAJORITY': 1, 'DRUG': 4, 'FILTERED': 1, 'KIDNEYS': 1, 'EXCRETED': 1, 'URINE': 1, 'VOLUME': 1, 'DISTRIBUTION': 1, 'BODY': 2, 'WEIGHT': 2, 'HALF': 1, 'LIFE': 1, 'FINAL': 1, 'PSEUDOEQUILIBRIUM': 1, 'PHASE': 1, 'AVERAGED': 2, 'HOURS': 2, 'SIGNIFICANT': 1, 'ACCUMULATION': 1, 'SEEN': 1, 'DOSES': 1, 'GIVEN': 1, 'INTRAVENOUSLY': 1, 'EVERY': 1, 'CONCENTRATION': 2, 'INJECTION': 2, 'FOURTH': 1, 'DOSE': 2, 'PLUS': 1, 'MINUS': 1, 'MICROGRAM': 1, 'MINUTES': 1, 'MICROG': 2, 'LITTLE': 1, 'INTERPATIENT': 1, 'VARIATION': 1, 'EXPRESSED': 1, 'TERMS': 1, 'MILLIGRAMS': 1, 'PER': 1, 'KILOGRAM': 1, 'FOUND': 1, 'OFTEN': 1, 'NEEDED': 1, 'COMPARED': 1, 'ADULTS': 1, 'ACHIEVE': 1, 'EQUIVALENT': 1, 'CONCENTRATIONS': 2, 'LARGER': 1, 'REQUIREMENT': 1, 'PRIMARILY': 1, 'DUE': 1, 'HIGHER': 1, 'PROPORTION': 1, 'DOSAGES': 1, 'BASED': 1, 'SURFACE': 1, 'AREA': 1, 'HOWEVER': 1, 'RESULTED': 1, 'UNIFORM': 1, 'REQUIREMENTS': 1, 'PREDICTABLE': 1, 'PATIENTS': 1, 'STUDIED': 1}
687;{'IMPROVED': 1, 'THERAPY': 1, 'RECOGNITION': 1, 'PATIENTS': 1, 'MILD': 1, 'DISEASE': 3, 'INCREASING': 1, 'NUMBER': 1, 'CHILDREN': 1, 'CYSTIC': 5, 'FIBROSIS': 5, 'REACHING': 1, 'REPRODUCTIVE': 1, 'YEARS': 1, 'ALTHOUGH': 1, 'VIRTUALLY': 1, 'MALES': 1, 'STERILE': 1, 'UNKNOWN': 1, 'PERCENTAGE': 1, 'FEMALES': 1, 'FERTILE': 1, 'KNOW': 1, 'ONE': 1, 'CASE': 1, 'MOTHER': 2, 'PRODUCED': 1, 'CHILD': 2, 'PURPOSE': 1, 'COMMUNICATION': 1, 'REPORT': 1, 'BIRTH': 1, 'WHOSE': 1, 'ALSO': 1}
688;{'RELATIONSHIP': 1, 'DOSAGE': 1, 'PANCREATIC': 5, 'EXTRACT': 2, 'EXCRETION': 2, 'URIC': 2, 'ACID': 2, 'INVESTIGATED': 1, 'PATIENTS': 3, 'CYSTIC': 1, 'FIBROSIS': 1, 'EXOCRINE': 1, 'INSUFFICIENCY': 1, 'URINARY': 1, 'NORMAL': 2, 'RECEIVING': 2, 'SMALL': 1, 'DOSES': 1, 'EXTRACTS': 1, 'ABNORMALLY': 1, 'HIGH': 2, 'LARGE': 1, 'AMOUNTS': 2, 'LATTER': 1, 'GROUP': 1, 'NORMOURICOSURIA': 1, 'ACHIEVED': 1, 'REDUCING': 1, 'DOSE': 1, 'STOOL': 1, 'PATTERNS': 1, 'ADEQUATE': 1, 'WEIGHT': 1, 'GAINS': 1, 'PRESERVED': 1, 'DIET': 1, 'MODIFICATION': 1, 'WELL': 1, 'ACCEPTED': 1, 'ELIMINATE': 1, 'POTENTIAL': 1, 'RENAL': 1, 'CONSEQUENCES': 1, 'HYPERURICOSURIA': 1, 'SEEMS': 1, 'APPROPRIATE': 1, 'CONTROL': 1, 'NEED': 1, 'INCREASING': 1, 'ENZYMES': 1, 'LIMITING': 1, 'DIETARY': 1, 'INTAKE': 2, 'FAT': 1, 'MAINTAINING': 1, 'POSITIVE': 1, 'CALORIC': 1, 'NITROGEN': 1, 'BALANCE': 1, 'PROTEIN': 1, 'CARBOHYDRATES': 1, 'SUPPLEMENTATION': 1, 'MEDIUM': 1, 'CHAIN': 1, 'TRIGLYCERIDES': 1}
689;{'POSSIBILITY': 1, 'RAISED': 1, 'COMPLEMENT': 1, 'PLAYS': 1, 'ROLE': 1, 'PATHOGENESIS': 1, 'CYSTIC': 2, 'FIBROSIS': 2, 'IMPAIRMENT': 1, 'WOULD': 1, 'CONSISTENT': 1, 'THESIS': 1, 'ALTERNATIVE': 3, 'PATHWAY': 3, 'ACTIVATED': 1, 'VIVO': 2, 'THEREFORE': 1, 'DEPLETED': 1, 'PURPOSE': 1, 'WORK': 2, 'EXPLORE': 1, 'FUNCTION': 1, 'EXAMINATION': 1, 'DATA': 2, 'USING': 2, 'STUDENT': 1, 'TEST': 1, 'ANALYSIS': 1, 'VARIANCE': 1, 'SHOWED': 1, 'SIGNIFICANT': 2, 'DIFFERENCE': 1, 'MEAN': 1, 'HEMOLYTIC': 1, 'ACTIVITY': 2, 'SERA': 1, 'PATIENTS': 2, 'COMPARED': 1, 'CONTROL': 1, 'GROUP': 1, 'PRESENTED': 1, 'SUPPORT': 1, 'POLLEY': 1, 'BEARN': 1, 'DEMONSTRATED': 1, 'ABNORMALITY': 1, 'CONVERSION': 1, 'INULIN': 1, 'ASSAY': 1, 'REASON': 1, 'DISCREPANCY': 1, 'CLEAR': 1, 'RESULTS': 1, 'PRECLUDE': 1, 'ACTIVATION': 1, 'SINCE': 2, 'COMPENSATORY': 1, 'INCREASE': 1, 'SYNTHESIS': 1, 'COMPONENTS': 1, 'COULD': 1, 'OFFSET': 1, 'COMPONENT': 1, 'CONSUMPTION': 2, 'NET': 1, 'RESULT': 1, 'COMPLETELY': 1, 'NORMAL': 1, 'LEVEL': 1, 'HOWEVER': 1, 'SEEM': 1, 'LIKELY': 1, 'OCCURRED': 1}
690;{'HISTOLOGIC': 1, 'EVIDENCE': 1, 'LIVER': 2, 'INVOLVEMENT': 1, 'CONSISTING': 1, 'FOCAL': 1, 'BILIARY': 1, 'CIRRHOSIS': 1, 'INTRAHEPATIC': 1, 'MUCUS': 1, 'FREQUENT': 1, 'AUTOPSY': 1, 'FINDING': 2, 'INFANTS': 2, 'CYSTIC': 1, 'FIBROSIS': 1, 'WISH': 1, 'REPORT': 1, 'INFANT': 1, 'BIOPSY': 1, 'SHOWED': 1, 'FEATURES': 2, 'TYPICAL': 1, 'NEONATAL': 2, 'GIANT': 2, 'CELL': 2, 'HEPATITIS': 3, 'PATIENT': 1, 'NONE': 1, 'PATHOLOGIC': 1, 'USUALLY': 1, 'DESCRIBED': 2, 'PRESENT': 1, 'EITHER': 1, 'BIOPSIES': 1, 'RATHER': 1, 'CHANGES': 1, 'KNOWLEDGE': 1, 'REPORTED': 1, 'ASSOCIATION': 1, 'LIKELY': 1, 'COINCIDENTAL': 1, 'UNRELATED': 1, 'EMPHASIZES': 1, 'HOWEVER': 1, 'ONE': 1, 'CANNOT': 1, 'ASSUME': 1, 'UNIFORM': 1, 'ETIOLOGY': 1, 'INSTANCES': 1, 'OBSTRUCTIVE': 1, 'JAUNDICE': 1, 'SEEN': 1}
691;{'LABORATORY': 1, 'REPORTED': 1, 'ABNORMAL': 1, 'POLYAMINE': 1, 'LEVELS': 1, 'EXTRACTED': 1, 'WHOLE': 1, 'BLOOD': 1, 'INDIVIDUALS': 1, 'CYSTIC': 1, 'FIBROSIS': 1, 'SINCE': 1, 'ABNORMALITY': 1, 'PUTRESCINE': 2, 'UPTAKE': 2, 'FIBROBLASTS': 3, 'WOULD': 1, 'IMPLY': 1, 'DIRECT': 1, 'RELATIONSHIP': 1, 'GENETIC': 1, 'LESION': 1, 'INITIATED': 1, 'STUDIES': 1, 'CONFIRM': 1, 'POSSIBLE': 1, 'EXTEND': 1, 'OBSERVATION': 1, 'SIGNIFICANT': 2, 'INCREASE': 2, 'VMAX': 2, 'COMPARED': 1, 'VALUES': 1, 'OBTAINED': 1, 'CONTROL': 1, 'CELLS': 1, 'CONCLUDE': 1, 'GROWTH': 1, 'ASSAY': 1, 'CONDITIONS': 1, 'ATTEMPTED': 1, 'DUPLICATE': 1, 'DESCRIBED': 1, 'ORIGINAL': 1, 'INVESTIGATION': 1, 'CONSISTENT': 1}
692;{'FEEL': 1, 'CYSTIC': 2, 'FIBROSIS': 2, 'BLACK': 2, 'POPULATION': 2, 'OCCURS': 1, 'FREQUENTLY': 1, 'REPORTED': 1, 'KULCYCKI': 1, 'SCHAUF': 1, 'EXPERIENCE': 1, 'PATIENTS': 1, 'INDICATE': 1, 'COURSE': 1, 'PROGNOSIS': 1, 'DIFFERENT': 1, 'WHITE': 1}
693;{'UNIVERSITY': 1, 'KANSAS': 1, 'GROUP': 1, 'ESTABLISHED': 1, 'PANCREATIC': 1, 'EXTRACTS': 1, 'DOSES': 1, 'CURRENTLY': 1, 'USED': 1, 'MANAGEMENT': 1, 'PATIENTS': 3, 'CYSTIC': 1, 'FIBROSIS': 1, 'CAUSE': 1, 'HYPERURICOSURIA': 1, 'MAY': 2, 'OCCASIONALLY': 1, 'SYMPTOMATIC': 1, 'CORRECTLY': 1, 'WORRY': 1, 'LONG': 1, 'TERM': 1, 'ILL': 1, 'EFFECTS': 1, 'THERAPY': 1, 'TREATED': 1, 'URICOSURIA': 1, 'RESULTS': 1, 'PRIMARILY': 1, 'INCREASED': 1, 'DIETARY': 1, 'PURINE': 2, 'LOAD': 2, 'THOUGH': 2, 'ABNORMAL': 1, 'TRANSPORT': 1, 'PHYSIOLOGY': 1, 'CONTRIBUTE': 1, 'EVEN': 1, 'FINAL': 1, 'EVIDENCE': 1, 'RISK': 1, 'HAND': 1, 'PRUDENCE': 1, 'WOULD': 1, 'SUGGEST': 1, 'HOLDING': 1, 'MINIMUM': 1, 'NEEDED': 1, 'ENSURE': 1, 'DIGESTION': 1, 'SUFFICIENT': 1, 'FOODSTUFFS': 1, 'WITHOUT': 1, 'NECESSARILY': 1, 'PERMITTING': 2, 'NORMAL': 1, 'DIET': 1, 'SANS': 1, 'STEATORRHEA': 1, 'ALTERNATIVELY': 1, 'PURIFIED': 1, 'ENZYME': 1, 'PREPARATIONS': 1, 'FREE': 1, 'REMAINING': 1, 'SWEETBREAD': 1, 'COULD': 1, 'ELIMINATE': 1, 'EXCESS': 1, 'NUCLEIC': 1, 'ACID': 1, 'INTAKE': 1, 'ADMINISTERED': 1, 'DOSAGE': 1, 'LUXURY': 1, 'REDUNDANT': 1, 'SAFETY': 1}
694;{'READING': 1, 'SYNDROME': 1, 'INAPPROPRIATE': 1, 'ANTIDIURETIC': 1, 'HORMONE': 2, 'ADH': 3, 'SECRETION': 1, 'SIADH': 3, 'CAUSE': 1, 'HYPONATREMIA': 2, 'CYSTIC': 2, 'FIBROSIS': 2, 'PUZZLED': 1, 'CERTAIN': 1, 'UNUSUAL': 1, 'PHENOMENA': 1, 'TWO': 2, 'CASES': 2, 'PRESENTED': 1, 'AGREE': 1, 'WOULD': 4, 'IMPORTANT': 1, 'RECOGNIZE': 1, 'OCCURRENCE': 1, 'MEDIATED': 1, 'THOUGH': 1, 'APPRECIATE': 1, 'AUTHORS': 1, 'COMMENTS': 1, 'WEIGHT': 1, 'LOSSES': 1, 'FLUID': 1, 'ELECTROLYTE': 1, 'BALANCES': 1, 'EARLY': 1, 'PATIENTS': 4, 'COURSES': 1, 'ALSO': 1, 'HELPFUL': 1, 'INFORMATION': 1, 'FUROSEMIDE': 1, 'DOSAGE': 1, 'DRUGS': 1, 'ACETAMINOPHEN': 3, 'MAY': 1, 'GIVEN': 2, 'UNDERSTAND': 1, 'PATHOPHYSIOLOGY': 1, 'COMPLEX': 1, 'THINK': 1, 'HYPOVOLEMIA': 1, 'EITHER': 1, 'CASE': 1, 'PATIENT': 3, 'ONE': 2, 'DOSE': 2, 'FOURTH': 1, 'DAY': 2, 'HOSPITALIZATION': 1, 'RECOVERY': 2, 'RECEIVED': 1, 'TWENTY': 1, 'FIRST': 1, 'ADMISSION': 1, 'RECEIVING': 2, 'ANTIBIOTICS': 1, 'DIGITALIS': 1, 'WELL': 1, 'REASON': 1, 'PRODUCTION': 2, 'REMAINS': 1, 'OBSCURE': 1, 'ALTHOUGH': 1, 'MENTIONED': 1, 'DISCUSSION': 1, 'TRANSIENT': 1, 'NATURE': 1, 'ARGUE': 1, 'LUNG': 1}
695;{'INSULIN': 3, 'GLUCAGON': 3, 'SECRETIONS': 1, 'STUDIED': 1, 'ORAL': 1, 'GLUCOSE': 3, 'TOLERANCE': 1, 'TESTING': 1, 'ARGININE': 2, 'INFUSION': 1, 'PATIENTS': 2, 'CYSTIC': 1, 'FIBROSIS': 1, 'TWO': 1, 'GROUPS': 2, 'IDENTIFIED': 1, 'GROUP': 6, 'WHOSE': 1, 'OGTT': 2, 'ENTIRELY': 1, 'NORMAL': 2, 'ABNORMALITY': 1, 'BASAL': 1, 'CONCENTRATIONS': 1, 'SUPRESSED': 1, 'APPROPRIATELY': 1, 'LESS': 1, 'RESPONSES': 2, 'ATTENUATED': 1, 'PEAK': 1, 'DELAYED': 1, 'STIMULATION': 1, 'SECRETION': 2, 'IMPAIRED': 1, 'HOWEVER': 1, 'DIMINISHED': 1, 'THUS': 1, 'INSULINOPENIA': 1, 'FOUND': 2, 'HYPERGLUCAGONEMIA': 1, 'CONTRIBUTORY': 1, 'FACTOR': 1, 'HYPERGLYCEMIA': 1}
696;{'EFFECTIVENESS': 1, 'TICARCILLIN': 6, 'PSEUDOMONAS': 1, 'AERUGINOSA': 1, 'ACUTE': 1, 'EXACERBATIONS': 1, 'PULMONARY': 1, 'INFECTION': 1, 'PATIENTS': 5, 'CYSTIC': 1, 'FIBROSIS': 1, 'EVALUATED': 1, 'SEVENTY': 1, 'ONE': 2, 'PERCENT': 1, 'TREATED': 2, 'ALONE': 2, 'RESPONDED': 1, 'FAVORABLY': 1, 'RESPONSE': 2, 'RATE': 1, 'SIMILAR': 1, 'COMBINATION': 1, 'PLUS': 1, 'GENTAMICIN': 3, 'SEVERITY': 1, 'UNDERLYING': 1, 'DISEASE': 1, 'IMPORTANT': 1, 'DETERMINANT': 1, 'TREATMENT': 2, 'RESISTANT': 2, 'ORGANISMS': 1, 'RECOVERED': 1, 'RECEIVED': 1, 'DRUG': 1, 'RECOVERY': 1, 'PREVENTED': 1, 'INCLUSION': 1, 'THERAPEUTIC': 1, 'REGIMEN': 1, 'INTERFERE': 1, 'CLINICAL': 1, 'IMPROVEMENT': 1, 'STRAINS': 1, 'PERSISTED': 1, 'FOLLOW': 1, 'TWO': 1, 'SIX': 1, 'MONTHS': 1, 'COMPLETION': 1, 'THERAPY': 1, 'TEN': 1, 'SERIOUS': 1, 'TOXICITY': 1, 'NOTED': 1, 'STUDY': 1, 'PERIOD': 1}
697;{'VALUE': 1, 'BOEHRINGER': 1, 'MANNHEIM': 1, 'MECONIUM': 4, 'TEST': 4, 'ROUTINE': 1, 'SCREENING': 2, 'CYSTIC': 2, 'FIBROSIS': 2, 'QUESTIONED': 1, 'RECENTLY': 2, 'HIGH': 1, 'PROPORTION': 1, 'FALSE': 2, 'NEGATIVE': 2, 'RESULTS': 2, 'REPORT': 1, 'PRESENTS': 1, 'OBSERVATIONS': 1, 'VALIDITY': 2, 'FINDINGS': 1, 'SHOW': 1, 'MAY': 1, 'CONTRIBUTE': 1, 'EVEN': 1, 'EXOCRINE': 1, 'PANCREATIC': 1, 'FUNCTION': 1, 'NEWBORN': 1, 'INFANT': 1, 'ABNORMAL': 1, 'OBSERVATION': 1, 'SUPPORTS': 1, 'DOUBTS': 1, 'EXPRESSED': 1, 'REGARD': 1, 'NEONATES': 1}
698;{'ALTHOUGH': 1, 'BRONCHOSCOPY': 1, 'REMAINS': 2, 'BEST': 1, 'DEFINITIVE': 1, 'METHOD': 2, 'LOCALIZATION': 2, 'SITE': 1, 'HEMORRHAGE': 1, 'PATIENTS': 2, 'MASSIVE': 2, 'HEMOPYTSIS': 1, 'ANGIOGRAPHY': 1, 'IMPORTANT': 1, 'ADJUNCT': 1, 'COMBINED': 1, 'EMBOLIZATION': 1, 'BLEEDING': 1, 'BRONCHIAL': 1, 'ARTERY': 1, 'EFFECTIVE': 1, 'THERAPY': 1, 'MANAGEMENT': 1, 'HEMOPTYSIS': 1, 'CYSTIC': 1, 'FIBROSIS': 1}
699;{'LUNG': 4, 'FUNCTION': 2, 'STUDIES': 2, 'USING': 1, 'NITROGEN': 1, 'USED': 1, 'DETERMINE': 1, 'REGIONAL': 1, 'TOTAL': 1, 'CHILDREN': 1, 'SUSPECTED': 1, 'LOCALIZED': 1, 'DISEASE': 2, 'AMENABLE': 1, 'SURGERY': 1, 'METHOD': 1, 'SIMPLE': 1, 'REQUIRES': 1, 'ACTIVE': 1, 'OPERATION': 1, 'PART': 1, 'CHILD': 1, 'GIVES': 1, 'RADIATION': 1, 'DOSAGE': 1, 'ONE': 1, 'THIRD': 1, 'BRONCHOGRAM': 1, 'PROVIDED': 1, 'INFORMATION': 2, 'SEVERITY': 1, 'LOCALIZATION': 1, 'ADDITION': 1, 'REMAINING': 1, 'AREAS': 1}
700;{'FOUND': 1, 'PROPER': 1, 'SELECTION': 1, 'PREOPERATIVE': 1, 'PREPARATION': 1, 'MAJOR': 1, 'PORTOSYSTEMIC': 1, 'SHUNT': 1, 'DONE': 1, 'CONSIDERABLE': 1, 'SAFETY': 1, 'MAJORITY': 1, 'CYSTIC': 1, 'FIBROSIS': 1, 'PATIENTS': 1, 'THUS': 1, 'PROVIDE': 1, 'SIGNIFICANT': 1, 'PALLIATION': 1, 'IMPROVED': 1, 'QUALITY': 1, 'LIFE': 1}
701;{'PAPER': 1, 'PRESENTS': 1, 'OVERVIEW': 1, 'RESEARCH': 5, 'DISABILITY': 3, 'INTEGRATES': 1, 'REHABILITATION': 1, 'MAINSTREAM': 1, 'SCIENTIFIC': 2, 'ACTIVITY': 1, 'APPLIED': 1, 'SCIENCE': 1, 'USES': 1, 'GENERAL': 1, 'TOOLS': 1, 'METHOD': 1, 'SOLVING': 1, 'SPECIFIC': 1, 'PROBLEMS': 1, 'EMBRACES': 1, 'WIDE': 1, 'VARIETY': 1, 'PHYSICAL': 2, 'INTELLECTUAL': 1, 'EMOTIONAL': 1, 'CONDITIONS': 1, 'PSYCHOLOGICAL': 1, 'ASPECTS': 1, 'DISABILITIES': 1, 'ESPECIALLY': 1, 'STRESSED': 1, 'ADAPTATION': 1, 'LOST': 1, 'FUNCTIONS': 1, 'EXAMPLES': 1, 'GIVEN': 1, 'SPINAL': 1, 'CORD': 1, 'INJURY': 1, 'END': 1, 'STAGE': 1, 'RENAL': 1, 'DISEASE': 1, 'FACIAL': 1, 'DISFIGUREMENT': 1, 'CANCER': 1, 'LARYNX': 1}
